Customer Name,Customer State,Product Name,Total Quantity Bought,Unit,Total Value (INR),Total Purchases (Invoices)
SANJAY ENTERPRISE,West Bengal,PET PREFORMS (28MM 9.4 GM STAR),1380.0,kgs,165645.0,11
SANJAY ENTERPRISE,West Bengal,1881 CSD CAPS,275000.0,pcs,129700.0,21
SANJAY ENTERPRISE,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD GREEN),1000.0,kgs,127300.0,7
SANJAY ENTERPRISE,West Bengal,PET PREFORMS(38 MM 7 GM JAR),440.0,kgs,54080.0,4
SANJAY ENTERPRISE,West Bengal,PET PREFORMS(38 MM 9 GM JAR),300.0,kgs,37150.0,5
SANJAY ENTERPRISE,West Bengal,Pet Preforms (28mm 10.5 Gm Pco CSD Green),175.0,kgs,21450.0,3
SANJAY ENTERPRISE,West Bengal,PET PREFORMS(53 MM 24GM JAR),60.0,kgs,7860.0,1
SANJAY ENTERPRISE,West Bengal,PET PREFORMS(53 MM 15 GM JAR),60.0,kgs,7080.0,1
SANJIT GHOSH,West Bengal,PET PREFORMS (28MM 8.6 Gm Star ),11040.0,kgs,1267027.5,55
SANJIT GHOSH,West Bengal,PET PREFORMS(28MM 12.5 GM Star),9840.0,kgs,1111012.5,48
SANJIT GHOSH,West Bengal,PET PREFORMS (26/22 MM 10.2 GM STAR ),6870.0,kgs,764662.5,36
SANJIT GHOSH,West Bengal,PET PREFORMS(28 MM 17.5 GM STAR),6780.0,kgs,759502.5,48
SANJIT GHOSH,West Bengal,PET PREFORMS (28MM 21GM STAR),3100.0,kgs,348175.0,27
SANJIT GHOSH,West Bengal,Pet Preforms (28mm 10.5 Gm Pco CSD Green),2050.0,kgs,250762.5,16
SANJIT GHOSH,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,1825.0,kgs,200825.0,25
SANJIT GHOSH,West Bengal,1881 CSD CAPS,415000.0,pcs,175450.0,21
SANJIT GHOSH,West Bengal,Pet Preforms (28mm 22 Gm Pco CSD),1380.0,kgs,156900.0,13
SANJIT GHOSH,West Bengal,PET PREFORMS(28MM 18.5 GM PCO),1410.0,kgs,156270.0,11
SANJIT GHOSH,West Bengal,PET PREFORMS(28 MM 26 GM STAR),1410.0,kgs,155145.0,18
SANJIT GHOSH,West Bengal,Pet Preforms (28 mm 22 Gm Pco Green),925.0,kgs,112262.5,9
SANJIT GHOSH,West Bengal,22/26 MM WATER CAP,431000.0,pcs,95575.0,11
SANJIT GHOSH,West Bengal,Pet Preform(28 mm 10.5 Gm Pco CSD),720.0,kgs,92100.0,9
SANJIT GHOSH,West Bengal,PET PREFORMS(53 MM 17 GM JAR),400.0,kgs,50650.0,2
SANJIT GHOSH,West Bengal,PET PREFORM (28MM 11.6 GM STAR),450.0,kgs,49830.0,5
SANJIT GHOSH,West Bengal,PET PREFORMS (26/22 MM 9.5 GM STAR),390.0,kgs,46110.0,5
SANJIT GHOSH,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD GREEN),375.0,kgs,45475.0,2
SANJIT GHOSH,West Bengal,PET PREFORMS (28MM 9.4 GM STAR),270.0,kgs,30187.5,4
SANJIT GHOSH,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD),240.0,kgs,28830.0,4
SANJIT GHOSH,West Bengal,PET PREFORMS(28 MM 24.5 GM PCO),240.0,kgs,27120.0,1
SANJIT GHOSH,West Bengal,PET PREFORMS (26/22 MM 6.5 GM STAR),210.0,kgs,22470.0,3
SANJIT GHOSH,West Bengal,PET PREFORM( 28 MM 15 GM PCO CSD),180.0,kgs,21960.0,2
SANJIT GHOSH,West Bengal,PET PREFORMS(53 MM 24GM JAR),180.0,kgs,21900.0,2
SANJIT GHOSH,West Bengal,PET PREFORM ( 28 mm 15 GM PCO CSD GREEN),150.0,kgs,18300.0,1
SANJIT GHOSH,West Bengal,PET PREFORMS(25MM 10.5 GM ROPP),150.0,kgs,16260.0,2
SANJIT GHOSH,West Bengal,PET PREFORMS 28MM24GM PCO CSD,120.0,kgs,14040.0,1
SANJIT GHOSH,West Bengal,PET PREFORMS(28MM 16GM PCO),90.0,kgs,10110.0,3
SANJIT GHOSH,West Bengal,PET PREFORMS (26/22 MM 15.8GM STAR),60.0,kgs,9150.0,1
SANJIT GHOSH (BMIPG2116A),West Bengal,PET PREFORM( 28 MM 15 GM PCO CSD),90.0,kgs,13950.0,1
SANJIT GHOSH (BMIPG2116A),West Bengal,PET PREFORMS(28 MM 17.5 GM STAR),60.0,kgs,9180.0,1
SANJIT GHOSH (BMIPG2116A),West Bengal,PET PREFORMS (28MM 21GM STAR),50.0,kgs,7650.0,1
SANJIT GHOSH (BMIPG2116A),West Bengal,PET PREFORMS (26/22 MM 7.1 GM STAR ),30.0,kgs,4590.0,1
SANJIT GHOSH (BMIPG2116A),West Bengal,PET PREFORM (28MM 11.6 GM STAR),30.0,kgs,4590.0,1
SANJIT GHOSH (BMIPG2116A),West Bengal,PET PREFORMS (28MM 8.6 Gm Star ),30.0,kgs,4590.0,1
SANJIT GHOSH (BMIPG2116A),West Bengal,PET PREFORMS(28 MM 26 GM STAR),30.0,kgs,4590.0,1
SANJIT GHOSH (BMIPG2116A),West Bengal,22/26 MM WATER CAP,11000.0,pcs,3300.0,1
SARANCH  UDYOG PVT LTD,West Bengal,PET PREFORMS(28MM 12.5 GM Star),14610.0,kgs,1656699.0,22
SARANCH  UDYOG PVT LTD,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,5900.0,kgs,670572.5,22
SARANCH  UDYOG PVT LTD,West Bengal,PET PREFORMS (26/22 MM 10.2 GM STAR ),4470.0,kgs,493080.0,7
SARANCH  UDYOG PVT LTD,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),990.0,kgs,112842.0,6
SARANCH  UDYOG PVT LTD,West Bengal,PET PREFORMS (26/22 MM 7.1 GM STAR ),930.0,kgs,109260.0,2
SARANCH  UDYOG PVT LTD,West Bengal,PET PREFORM (28MM 11.6 GM STAR),600.0,kgs,69270.0,3
SARANCH  UDYOG PVT LTD,West Bengal,PET PREFORMS (26/22 MM 15.8GM STAR),360.0,kgs,40320.0,1
SARANCH  UDYOG PVT LTD,West Bengal,Plastic Scrap,84.0,kgs,1260.0,1
SARAOGI INDUSTRIES,West Bengal,PET PREFORMS(53 MM 15 GM JAR),1000.0,kgs,124000.0,2
SARAOGI INDUSTRIES,West Bengal,PET PREFORMS(83 MM 33 GM JAR),500.0,kgs,62000.0,2
SARAOGI INDUSTRIES,West Bengal,PET PREFORM (63MM 18 GM JAR),400.0,kgs,49600.0,1
SARAOGI INDUSTRIES,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),300.0,kgs,34050.0,1
SARAOGI INDUSTRIES,West Bengal,PET PREFORMS(53 MM 24GM JAR),200.0,kgs,24800.0,1
SARDA POLYPACK INDUSTRIES PRIVATE LIMITED,West Bengal,POLYTHENE BAG,1240.5,kgs,131493.0,1
SARDA POLYPACK INDUSTRIES PRIVATE LIMITED,West Bengal,POLYTHENE BAG LONG (41*40),500.0,kgs,54300.0,2
SARFA INDUSTRIES PVT.LTD.,West Bengal,PET PREFORMS(28 MM 33 GM STAR),16775.0,kgs,1946675.0,19
SARFA INDUSTRIES PVT.LTD.,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),7050.0,kgs,832845.0,12
SARFA INDUSTRIES PVT.LTD.,West Bengal,PET PREFORMS(28 MM 17.5 GM STAR),4740.0,kgs,519900.0,6
SARFA INDUSTRIES PVT.LTD.,West Bengal,PET PREFORMS (28MM 8.6 Gm Star ),1020.0,kgs,113220.0,1
SARFA INDUSTRIES PVT.LTD.,West Bengal,PET PREFORM (28MM 11.6 GM STAR),1020.0,kgs,113220.0,2
SARFA INDUSTRIES PVT.LTD.,West Bengal,PET PREFORMS(28 MM 13.2 GM STAR),510.0,kgs,57120.0,1
SARKAR ENTERPRISE,West Bengal,PET PREFORMS(28MM 12.5 GM Star),2370.0,kgs,265410.0,14
SARKAR ENTERPRISE,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,950.0,kgs,105400.0,10
SARKAR ENTERPRISE,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),690.0,kgs,76320.0,7
SARKAR ENTERPRISE,West Bengal,PET PREFORMS(28 MM 17.5 GM STAR),150.0,kgs,16740.0,2
SARKAR ENTERPRISE,West Bengal,PET PREFORMS(28 MM 19 GM STAR),120.0,kgs,13800.0,1
SARKAR ENTERPRISE,West Bengal,PET PREFORMS(28MM 18.5 GM PCO),60.0,kgs,6660.0,1
SARKAR ENTERPRISE,West Bengal,PET PREFORMS (28MM 8.6 Gm Star ),60.0,kgs,6630.0,2
SATHI ENTERPRISE,West Bengal,PET PREFORMS(28 MM 26 GM STAR),1020.0,kgs,145860.0,2
SATHI ENTERPRISE,West Bengal,PET PREFORMS(53 MM 17 GM JAR),1000.0,kgs,135000.0,2
SATHI ENTERPRISE,West Bengal,PET PREFORMS(53 MM 28GM JAR),1000.0,kgs,135000.0,2
SATHI ENTERPRISE,West Bengal,PET PREFORM (28MM 11.6 GM STAR),1020.0,kgs,125970.0,2
SATHI ENTERPRISE,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,1150.0,kgs,125450.0,2
SATHI ENTERPRISE,West Bengal,PET PREFORMS(28 MM 33 GM STAR),800.0,kgs,94900.0,2
SATHI ENTERPRISE,West Bengal,PET PREFORMS(25 MM 16 GM ROPP),660.0,kgs,76320.0,2
SATHI ENTERPRISE,West Bengal,PET PREFORMS (28MM 8.6 Gm Star ),510.0,kgs,72930.0,1
SATHI ENTERPRISE,West Bengal,PET PREFORMS(25 MM 16 GM ROPP) GREEN,538.0,kgs,62946.0,2
SATHI ENTERPRISE,West Bengal,PET PREFORM(25MM 10.5 GM ROPP PINK),506.8,kgs,59295.6,2
SATHI ENTERPRISE,West Bengal,PET PREFORM(25MM 10.5 GM ROPP GREEN),505.7,kgs,59166.9,2
SATHI ENTERPRISE,West Bengal,PET PREFORMS(25 MM 16 GM ROPP) PINK,500.0,kgs,58500.0,1
SATHI ENTERPRISE,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),510.0,kgs,57375.0,1
SATHI ENTERPRISE,West Bengal,PET PREFORMS(25MM 10.5 GM ROPP),450.0,kgs,55800.0,2
SATHI ENTERPRISE,West Bengal,Pet Preforms (28mm 22 Gm Pco CSD),420.0,kgs,48090.0,1
SATHI ENTERPRISE,West Bengal,PET PREFORMS(28 MM 24.5 GM PCO),300.0,kgs,43200.0,1
SATHI ENTERPRISE,West Bengal,PET PREFORMS(28 MM 17.5 GM STAR),300.0,kgs,42900.0,1
SATHI ENTERPRISE,West Bengal,PET PREFORM(83MM 40GM JAR),300.0,kgs,34800.0,1
SATHI ENTERPRISE,West Bengal,PET PREFORMS(28 MM 21 GM PCO),180.0,kgs,25920.0,1
SATHI ENTERPRISE,West Bengal,PET PREFORMS (28MM 9.4 GM STAR),210.0,kgs,23625.0,1
SATHI ENTERPRISE,West Bengal,PET PREFORM 28MM 13.5 GM PCO,180.0,kgs,20430.0,1
SATHI ENTERPRISE,West Bengal,PET PREFORMS(28MM 16GM PCO),120.0,kgs,17280.0,1
SATTYAM WATER ENTERPRISE,West Bengal,PET PREFORM (28MM 11.6 GM STAR),94050.0,kgs,10346325.0,93
SATTYAM WATER ENTERPRISE,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,3525.0,kgs,388650.0,16
SATTYAM WATER ENTERPRISE,West Bengal,PET PREFORMS(28 MM 17.5 GM STAR),2850.0,kgs,312525.0,9
SATTYAM WATER ENTERPRISE,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD),420.0,kgs,47730.0,3
SATTYAM WATER ENTERPRISE,West Bengal,1881 CSD CAPS,110000.0,pcs,46100.0,11
SATTYAM WATER ENTERPRISE,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD GREEN),300.0,kgs,35775.0,3
SATTYAM WATER ENTERPRISE,West Bengal,PET PREFORMS (28MM 9.4 GM STAR),150.0,kgs,16875.0,1
SATTYAM WATER ENTERPRISE,West Bengal,PLASTIC CAPS DELUX  HANDLE(SMALL),63000.0,pcs,16380.0,5
SATTYAM WATER ENTERPRISE,West Bengal,PET PREFORMS (26/22 MM 10.2 GM STAR ),30.0,kgs,3375.0,1
SATTYAM WATER ENTERPRISE,West Bengal,22/26 MM WATER CAP,12000.0,pcs,2640.0,1
SATYAJIT NAG,Unknown,PET PREFORMS(28MM 12.5 GM Star),4980.0,kgs,560283.0,8
SATYAJIT NAG,Unknown,PET PREFORMS(28 MM 31 GM ) STAR,825.0,kgs,94157.5,5
SATYAJIT NAG,Unknown,PET PREFORMS(28 MM 18.5 GM STAR),750.0,kgs,85326.0,4
SETH FOOD AND BEVERAGES,West Bengal,PET PREFORMS (28MM 8.6 Gm Star ),1050.0,kgs,117600.0,1
SETH FOOD AND BEVERAGES,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,3.0,kgs,336.0,1
SGS Khanna Food And Beverages Private Limited,West Bengal,PET PREFORMS (28MM 22 GM SHORT PCO)- HOT FILL,53670.0,kgs,6307530.0,36
SGS Khanna Food And Beverages Private Limited,West Bengal,Pet Preforms (28 mm 22 Gm Pco Green),16875.0,kgs,2103300.0,21
SGS Khanna Food And Beverages Private Limited,West Bengal,Pet Preforms (28mm 22 Gm Pco CSD),6150.0,kgs,900570.0,7
SGS Khanna Food And Beverages Private Limited,West Bengal,Pet Preform(28 mm 10.5 Gm Pco CSD),3930.0,kgs,508740.0,4
SGS Khanna Food And Beverages Private Limited,West Bengal,PET PREFORMS (26/22 MM 10.2 GM STAR ),3750.0,kgs,483180.0,4
SGS Khanna Food And Beverages Private Limited,West Bengal,PET PREFORM (28MM 11.6 GM STAR),2010.0,kgs,216075.0,1
SGS Khanna Food And Beverages Private Limited,West Bengal,PET PREFORMS(28 MM 17.5 GM STAR),1350.0,kgs,145125.0,2
SGS Khanna Food And Beverages Private Limited,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,1200.0,kgs,132450.0,3
SGS Khanna Food And Beverages Private Limited,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD GREEN),500.0,kgs,61000.0,1
SGS Khanna Food And Beverages Private Limited,West Bengal,PET PREFORMS(28MM 12.5 GM Star),450.0,kgs,51075.0,1
SGS Khanna Food And Beverages Private Limited,West Bengal,PET PREFORMS (48 MM 63 GM STAR),405.0,kgs,44955.0,1
SGS Khanna Food And Beverages Private Limited,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD),210.0,kgs,24570.0,1
SHA SIHNGAR,West Bengal,PET PREFORMS 28 MM 31GM PCO,150.0,kgs,18300.0,1
SHARIYA ENTERPRISE,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD GREEN),200.0,kgs,30400.0,1
SHARIYA ENTERPRISE,West Bengal,1881 CSD CAPS,40000.0,pcs,20200.0,5
SHARIYA ENTERPRISE,West Bengal,Pet Preforms (28 mm 22 Gm Pco Green),100.0,kgs,15200.0,1
SHEETLA PRASAD,West Bengal,Plastic Scrap,3443.0,kgs,52365.0,25
SHIB SHAKTI PET BOTTLE ENTERPRISE,West Bengal,PET PREFORM(25MM 14.5 GM ROPP),62144.44,kgs,7361533.18,35
SHIB SHAKTI PET BOTTLE ENTERPRISE,West Bengal,PET PREFORMS(25 MM 16 GM ROPP),40680.0,kgs,4829622.0,22
SHIB SHAKTI PET BOTTLE ENTERPRISE,West Bengal,PET PREFORMS(25MM 10.5 GM ROPP),27960.0,kgs,3179385.0,28
SHIB SHAKTI PET BOTTLE ENTERPRISE,West Bengal,PET PREFORM (48MM 73 GM) STAR,90.0,kgs,10744.0,3
SHIB SHAKTI PET BOTTLE ENTERPRISE,West Bengal,PET PREFORMS(53 MM 15 GM JAR),80.0,kgs,9920.0,1
SHIB SHAKTI PET BOTTLE ENTERPRISE,West Bengal,PET PREFORMS(38 MM 9 GM JAR),50.0,kgs,6300.0,1
SHIB SHAKTI PET BOTTLE ENTERPRISE,West Bengal,Pet Preforms (28mm 10.5 Gm Pco CSD Green),50.0,kgs,6210.0,1
SHIB SHAKTI PET BOTTLE ENTERPRISE,West Bengal,PET PREFORMS(38 MM 7 GM JAR),20.0,kgs,2480.0,1
SHIKHA MISTRI,West Bengal,PET PREFORMS(28MM 18.5 GM PCO),360.0,kgs,40932.0,1
SHIVA SHAKTI PLASTIC  POLYMER,Unknown,PET PREFORMS(96 MM 50 GM JAR),24275.0,kgs,3015200.0,38
SHIVA SHAKTI PLASTIC  POLYMER,Unknown,PET PREFORM(83MM 43GM JAR),16975.0,kgs,2126125.0,35
SHIVA SHAKTI PLASTIC  POLYMER,Unknown,PET PREFORMS(120 MM 75 GM JAR NEW),8182.3,kgs,1050599.0,19
SHIVA SHAKTI PLASTIC  POLYMER,Unknown,PET PREFORM(83 MM 47 GM JAR),6441.0,kgs,812731.0,16
SHIVA SHAKTI PLASTIC  POLYMER,Unknown,PET PREFORMS(83 MM 33 GM JAR),3100.0,kgs,392150.0,7
SHIVA SHAKTI PLASTIC  POLYMER,Unknown,PET PREFORMS(83 MM 30GM JAR),640.0,kgs,77320.0,4
SHIVA SHAKTI PLASTIC  POLYMER,Unknown,PET PREFORMS (26/22 MM 10.2 GM STAR ),240.0,kgs,36270.0,3
SHIVA SHAKTI PLASTIC  POLYMER,Unknown,22/26 MM WATER CAP,88000.0,pcs,26290.0,4
SHIVA SHAKTI PLASTIC  POLYMER,Unknown,PET PREFORMS (26/22 MM 9.5 GM STAR),150.0,kgs,22980.0,2
SHIVA SHAKTI PLASTIC  POLYMER,Unknown,PET PREFORMS (26/22 MM 15.8GM STAR),120.0,kgs,18420.0,2
SHIVA SHAKTI PLASTIC  POLYMER,Unknown,PET PREFORMS(96 MM 34 GM JAR),140.0,kgs,16380.0,1
SHIVA SHAKTI PLASTIC  POLYMER,Unknown,PET PREFORMS(120 MM 85 GM JAR),120.0,kgs,14880.0,2
SHIVA SHAKTI PLASTIC  POLYMER,Unknown,PET PREFORMS(120 MM 80 GM JAR),100.0,kgs,12400.0,1
SHIVA SHAKTI PLASTIC  POLYMER,Unknown,PLASTIC CAPS DELUX  HANDLE(SMALL),6000.0,pcs,1800.0,1
SHREE BALAJI CONSTRUCTION,West Bengal,PET PREFORMS(28MM 12.5 GM Star),150.0,kgs,16800.0,1
SHREE BALAJI PLASTIC INDUSTRIES,West Bengal,PET PREFORM(28 MM 24.5 GM PCO) PINK,200.0,kgs,24400.0,1
SHREE BALAJI PLASTIC INDUSTRIES,West Bengal,PET PREFORM(28MM 24.5 GM PCO)R.BLUE,200.0,kgs,24400.0,1
SHREE BALAJI PLASTIC INDUSTRIES,West Bengal,PET PREFORM(28 MM 24.5 GM PCO )GREEN,200.0,kgs,24400.0,1
SHREE KRISHNA INDUSTRIES,West Bengal,PET PREFORMS(53 MM 15 GM JAR),1900.0,kgs,245100.0,3
SHREE KRISHNA INDUSTRIES,West Bengal,PET PREFORMS(38 MM 7 GM JAR),1000.0,kgs,124500.0,3
SHREE KRISHNA INDUSTRIES,West Bengal,PET PREFORMS(83 MM 33 GM JAR),780.0,kgs,99840.0,1
SHREE KRISHNA INDUSTRIES,West Bengal,PET PREFORMS(53 MM 17 GM JAR),600.0,kgs,74400.0,2
SHREE KRISHNA INDUSTRIES,West Bengal,PET PREFORMS(120 MM 75 GM JAR),400.0,kgs,50300.0,1
SHREE KRISHNA INDUSTRIES ( PROPRIETORSHIP ),West Bengal,PET PREFORMS(53 MM 17 GM JAR),500.0,kgs,65000.0,1
SHREE KRISHNA INDUSTRIES ( PROPRIETORSHIP ),West Bengal,PET PREFORMS(53 MM 15 GM JAR),500.0,kgs,58000.0,1
SHREE PARAS,West Bengal,PET PREFORMS(29 MM 44 GM PINK),255.0,kgs,32640.0,1
SHREE PARAS,West Bengal,PET PREFORMS(29 MM 44 GM R BLUE),255.0,kgs,32640.0,1
SHREE PARAS,West Bengal,PET PREFORMS(29 MM 44 GM GREEN),255.0,kgs,32640.0,1
SHREE RADHEY PLASTICS,West Bengal,PET PREFORM(28 MM 24.5 GM PCO) PINK,825.0,kgs,100700.0,7
SHREE RADHEY PLASTICS,West Bengal,PET PREFORM(28 MM 24.5 GM PCO )GREEN,800.0,kgs,97575.0,7
SHREE RADHEY PLASTICS,West Bengal,PET PREFORMS(29 MM 40 GM PINK),714.0,kgs,92232.0,7
SHREE RADHEY PLASTICS,West Bengal,PET PREFORM(28MM 24.5 GM PCO)R.BLUE,675.0,kgs,82325.0,6
SHREE RADHEY PLASTICS,West Bengal,PET PREFORMS(29MM 40 GM GREEN),532.0,kgs,68460.0,5
SHREE RADHEY PLASTICS,West Bengal,PET PREFORMS(29 MM 40 GM R BLUE),476.0,kgs,61166.0,6
SHREE RADHEY PLASTICS,West Bengal,PET PREFORMS(46 MM 41 GM PINK),390.0,kgs,50340.0,5
SHREE RADHEY PLASTICS,West Bengal,PET PREFORMS(46 MM 41 GM R BLUE),390.0,kgs,50340.0,5
SHREE RADHEY PLASTICS,West Bengal,PET PREFORMS(46 MM 41 GM GREEN),390.0,kgs,50340.0,5
SHREE RADHEY PLASTICS,West Bengal,PET PREFORMS(29 MM 44 GM PINK),315.0,kgs,40950.0,1
SHREE RADHEY PLASTICS,West Bengal,PET PREFORMS(29 MM 44 GM R BLUE),315.0,kgs,40950.0,1
SHREE RADHEY PLASTICS,West Bengal,PET PREFORMS(29 MM 44 GM GREEN),315.0,kgs,40950.0,1
SHREE RADHEY PLASTICS,West Bengal,PET  PREFORMS(29 MM 40 GM VIOLET),252.0,kgs,32837.0,3
SHREE RADHEY PLASTICS,West Bengal,PET PREFORMS(29 MM 40 GM ORANGE),252.0,kgs,32837.0,3
SHREE RADHEY PLASTICS,West Bengal,PET PREFORMS(38 MM 7 GM JAR),220.0,kgs,27500.0,1
SHREE RADHEY PLASTICS,West Bengal,PET PREFORM(28 MM 24.5 GM PCO) Violet,175.0,kgs,21500.0,2
SHREE RADHEY PLASTICS,West Bengal,PET PREFORM(28 MM 24.5 GM PCO) T. Blue,125.0,kgs,15250.0,1
SHREE RADHEY PLASTICS,West Bengal,PET PREFORMS(46MM 41 GM NATURAL),120.0,kgs,14520.0,2
SHREE RADHEY PLASTICS,West Bengal,PET PREFORMS(29 MM 40 GM FL YELLOW),84.0,kgs,10836.0,1
SHREE RADHEY PLASTICS,West Bengal,PET PREFORMS(46 MM 41 GM VIOLET),60.0,kgs,7920.0,1
SHREE RADHEY PLASTICS,West Bengal,PET PREFORMS (46 MM 41 GM ORANGE),60.0,kgs,7920.0,1
SHREE SALASAR ENTERPRISES,West Bengal,PET PREFORMS(29 MM 40GM Natural),30.0,kgs,3840.0,1
SHREE VANI INDUSTRIES,West Bengal,PET PREFORMS(53 MM 17 GM JAR),1000.0,kgs,121250.0,2
SHREE VANI INDUSTRIES,West Bengal,PET PREFORMS(38 MM 7 GM JAR),400.0,kgs,51000.0,1
SHRI BINA PET,West Bengal,PET PREFORMS(28 MM 24.5 GM PCO),2460.0,kgs,278082.0,12
SHRI BINA PET,West Bengal,PET PREFORMS (28MM 8.6 Gm Star ),1650.0,kgs,188451.0,10
SHRI BINA PET,West Bengal,PET PREFORMS(28 MM 26 GM STAR),1380.0,kgs,156627.0,7
SHRI BINA PET,West Bengal,PET PREFORMS(28MM 16GM PCO),660.0,kgs,76392.0,7
SHRI BINA PET,West Bengal,PET PREFORMS (28MM 9.4 GM STAR),390.0,kgs,43410.0,2
SHRI BINA PET,West Bengal,PET PREFORMS(28MM 12.5 GM Star),90.0,kgs,10272.0,2
SHRI BINA PET,West Bengal,PET PREFORMS (28MM 21GM STAR),50.0,kgs,5960.0,1
SHRI PLASTOPACKERS PVT LTD.,Tamil Nadu,22/26 MM WATER CAP,3650000.0,pcs,759060.0,1
SHRINATH TRADE VENTURES  PVT LTD.,Telangana,PET RESIN,186100.0,kgs,16315500.4,11
SHUVANKAR CHAKRABORTY,West Bengal,PET PREFORMS(53 MM 17 GM JAR),2175.0,kgs,264175.0,8
SHUVANKAR CHAKRABORTY,West Bengal,PET PREFORMS(28MM 12.5 GM Star),900.0,kgs,104100.0,5
SHUVANKAR CHAKRABORTY,West Bengal,PET PREFORMS(38 MM 9 GM JAR),375.0,kgs,44675.0,4
SHUVANKAR CHAKRABORTY,West Bengal,PET PREFORM (28MM 11.6 GM STAR),360.0,kgs,42540.0,2
SHUVANKAR CHAKRABORTY,West Bengal,PET PREFORMS(53 MM 24GM JAR),300.0,kgs,35000.0,3
SHUVANKAR CHAKRABORTY,West Bengal,PET PREFORM(53MM13GM JAR),300.0,kgs,34900.0,2
SHUVANKAR CHAKRABORTY,West Bengal,PET PREFORMS(53 MM 15 GM JAR),260.0,kgs,30420.0,2
SHUVANKAR CHAKRABORTY,West Bengal,PET PREFORMS(53 MM 28GM JAR),240.0,kgs,28380.0,3
SHUVANKAR CHAKRABORTY,West Bengal,PET PREFORM(28 MM 24.5 GM PCO) PINK,225.0,kgs,27525.0,3
SHUVANKAR CHAKRABORTY,West Bengal,PET PREFORM(28MM 24.5 GM PCO)R.BLUE,225.0,kgs,27525.0,4
SHUVANKAR CHAKRABORTY,West Bengal,PET PREFORM(28 MM 24.5 GM PCO )GREEN,225.0,kgs,27525.0,3
SHUVANKAR CHAKRABORTY,West Bengal,PET PREFORMS(29 MM 50 GM PINK),195.0,kgs,24735.0,3
SHUVANKAR CHAKRABORTY,West Bengal,PET PREFORMS(29 MM 50 GM R BLUE),195.0,kgs,24735.0,3
SHUVANKAR CHAKRABORTY,West Bengal,PET PREFORMS(29 MM 50 GM GREEN),195.0,kgs,24735.0,3
SHUVANKAR CHAKRABORTY,West Bengal,PET PREFORMS(83 MM 30GM JAR),180.0,kgs,20820.0,3
SHUVANKAR CHAKRABORTY,West Bengal,PET PREFORMS(38 MM 7 GM JAR),160.0,kgs,18880.0,1
SHUVANKAR CHAKRABORTY,West Bengal,PET PREFORMS(38 MM 10 GM JAR),100.0,kgs,12700.0,1
SHUVANKAR CHAKRABORTY,West Bengal,PET PREFORM(83 MM 47 GM JAR),75.0,kgs,9000.0,3
SHUVANKAR CHAKRABORTY,West Bengal,PET PREFORM (38MM 5.5 GM JAR),72.0,kgs,8640.0,1
SHUVANKAR CHAKRABORTY,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),60.0,kgs,7020.0,1
SHUVANKAR CHAKRABORTY,West Bengal,PET PREFORMS(83 MM 33 GM JAR),60.0,kgs,6900.0,1
SHUVANKAR CHAKRABORTY,West Bengal,PET PREFORMS(120 MM 102 GM JAR),40.0,kgs,4720.0,1
SHUVANKAR CHAKRABORTY,West Bengal,PET PREFORMS (28MM 8.6 Gm Star ),30.0,kgs,3450.0,1
SHYAM SHAKTI TRADERS,West Bengal,PET PREFORM(28 MM 24.5 GM PCO)L.YELLOW,1500.0,kgs,175500.0,2
SJKM PLASTIC PVT. LTD.,West Bengal,PET PREFORMS(120 MM 70 GM JAR),18960.0,kgs,2264910.0,17
SJKM PLASTIC PVT. LTD.,West Bengal,PET PREFORMS(120 MM 75 GM JAR NEW),9340.0,kgs,1133315.0,7
SJKM PLASTIC PVT. LTD.,West Bengal,PET PREFORMS(120 MM 74 GM JAR),4520.0,kgs,536750.0,5
SJKM PLASTIC PVT. LTD.,West Bengal,PET PREFORMS(120 MM 85 GM JAR),3200.0,kgs,399850.0,4
SJKM PLASTIC PVT. LTD.,West Bengal,PET PREFORMS(120 MM 75 GM JAR),1500.0,kgs,178125.0,1
SJKM PLASTIC PVT. LTD.,West Bengal,PET PREFORMS(96 MM 50 GM JAR),1000.0,kgs,120500.0,2
SK RAHIM,West Bengal,PET PREFORMS (28MM 8.6 Gm Star ),210.0,kgs,23730.0,1
