Customer Name,Customer State,Product Name,Total Quantity Bought,Unit,Total Value (INR),Total Purchases (Invoices)
A 2 Z SCRAPES TRADERS,Uttarakhand,Plastic Scrap,8281.0,kgs,273273.0,1
A J Enterprise,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD GREEN),3450.0,kgs,437250.0,7
A J Enterprise,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD),2820.0,kgs,335040.0,5
A J Enterprise,West Bengal,Pet Preforms (28mm 10.5 Gm Pco CSD Green),2300.0,kgs,277000.0,2
A J Enterprise,West Bengal,Pet Preform(28 mm 10.5 Gm Pco CSD),1530.0,kgs,177582.0,2
A J Enterprise,West Bengal,Pet Preforms (28mm 22 Gm Pco CSD),780.0,kgs,93504.0,2
A J Enterprise,West Bengal,PET PREFORMS(28 MM 13.2 GM STAR),420.0,kgs,48300.0,1
A J Enterprise,West Bengal,PET PREFORMS (28MM 21GM STAR),400.0,kgs,46000.0,1
A J Enterprise,West Bengal,Pet Preforms (28 mm 22 Gm Pco Green),300.0,kgs,37560.0,1
A. ENTERPRISE,West Bengal,PET PREFORMS(46MM 41 GM NATURAL),75.0,kgs,8475.0,1
A.K ENTERPRISE,West Bengal,PET PREFORMS(38 MM 10 GM JAR),400.0,kgs,48400.0,1
A.K. AEROMATICS,West Bengal,PET PREFORMS(83 MM 30GM JAR),540.0,kgs,68280.0,2
A.S ENTERPRISES,Jharkhand,PET PREFORMS(25MM 10.5 GM ROPP),630.0,kgs,71925.0,3
A.S ENTERPRISES,Jharkhand,PET PREFORMS(28 MM 24.5 GM PCO),120.0,kgs,14520.0,1
A.S ENTERPRISES,Jharkhand,PET PREFORMS(28 MM 18.5 GM STAR),60.0,kgs,7260.0,1
ABHISHEK BERA,West Bengal,PET PREFORMS(28 MM 24.5 GM PCO),2490.0,kgs,274830.0,10
ABHISHEK BERA,West Bengal,PET PREFORM 28MM 13.5 GM PCO,1110.0,kgs,132990.0,7
ABHISHEK BERA,West Bengal,PET PREFORMS(83 MM 30GM JAR),1100.0,kgs,128700.0,5
ABHISHEK BERA,West Bengal,PET PREFORMS(28MM 16GM PCO),1020.0,kgs,127620.0,9
ABHISHEK BERA,West Bengal,PET PREFORMS(28 MM 21 GM PCO),870.0,kgs,92880.0,7
ABHISHEK BERA,West Bengal,PET PREFORMS(53 MM 24GM JAR),700.0,kgs,82180.0,5
ABHISHEK BERA,West Bengal,PET PREFORM(53MM13GM JAR),680.0,kgs,80410.0,5
ABHISHEK BERA,West Bengal,PET PREFORMS(28MM 18.5 GM PCO),600.0,kgs,71190.0,6
ABHISHEK BERA,West Bengal,PET PREFORMS 28 MM 31GM PCO,500.0,kgs,59700.0,6
ABHISHEK BERA,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),390.0,kgs,47250.0,3
ABHISHEK BERA,West Bengal,PET PREFORMS(28 MM 19 GM STAR),420.0,kgs,45720.0,2
ABHISHEK BERA,West Bengal,Pet Preform(28 mm 10.5 Gm Pco CSD),330.0,kgs,43830.0,3
ABHISHEK BERA,West Bengal,Pet Preforms (28mm 22 Gm Pco CSD),300.0,kgs,37860.0,3
ABHISHEK BERA,West Bengal,PET PREFORMS (28MM 9.4 GM STAR),300.0,kgs,31860.0,2
ABHISHEK BERA,West Bengal,PET PREFORMS(83 MM 33 GM JAR),220.0,kgs,25520.0,2
ABHISHEK BERA,West Bengal,PET PREFORM(83MM 43GM JAR),150.0,kgs,19400.0,2
ABHISHEK BERA,West Bengal,PET PREFORMS(53 MM 17 GM JAR),150.0,kgs,17550.0,1
ABHISHEK BERA,West Bengal,PET PREFORM (48MM 73 GM) STAR,150.0,kgs,16500.0,1
ABHISHEK BERA,West Bengal,PET PREFORMS(120 MM 95 GM JAR),120.0,kgs,14040.0,2
ABHISHEK BERA,West Bengal,PET PREFORM(83 MM 47 GM JAR),100.0,kgs,11700.0,1
ABHISHEK BERA,West Bengal,Pet Preforms (28mm 10.5 Gm Pco CSD Green),75.0,kgs,11400.0,1
ABHISHEK BERA,West Bengal,PET PREFORMS(120 MM 80 GM JAR),80.0,kgs,9360.0,1
ABHISHEK BERA,West Bengal,PET PREFORMS(28MM 12.5 GM Star),60.0,kgs,8700.0,1
ABHISHEK BERA,West Bengal,Pet Preforms (28 mm 22 Gm Pco Green),50.0,kgs,7600.0,1
ABHISHEK BERA,West Bengal,PET PREFORMS(120 MM 102 GM JAR),60.0,kgs,6960.0,1
ADITYA ENTERPRISES,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD GREEN),957.2,kgs,129656.9,9
ADITYA ENTERPRISES,West Bengal,PET PREFORMS (28MM 8.6 Gm Star ),1050.0,kgs,121650.0,11
ADITYA ENTERPRISES,West Bengal,Pet Preforms (28mm 10.5 Gm Pco CSD Green),700.0,kgs,83900.0,8
ADITYA ENTERPRISES,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD),390.0,kgs,49740.0,6
ADITYA ENTERPRISES,West Bengal,Pet Preform(28 mm 10.5 Gm Pco CSD),150.0,kgs,17250.0,3
ADITYA ENTERPRISES,West Bengal,PET PREFORMS (26/22 MM 15.8GM STAR),90.0,kgs,13095.0,1
ADITYA ENTERPRISES,West Bengal,1881 CSD CAPS,10000.0,pcs,5350.0,1
ADITYA ENTERPRISES,West Bengal,22/26 MM WATER CAP,11000.0,pcs,3190.0,1
ADL Industries,West Bengal,PET PREFORMS(25MM 10.5 GM ROPP),12450.0,kgs,1391055.0,4
ADL Industries,West Bengal,PET PREFORMS (28MM 8.6 Gm Star ),1500.0,kgs,178500.0,1
ADL Industries,West Bengal,PET PREFORMS(25 MM 16 GM ROPP),900.0,kgs,106200.0,1
ADL Industries,West Bengal,PET PREFORMS(28 MM 24.5 GM PCO),900.0,kgs,105300.0,1
ADVANCE PLASTICS,Assam,PET PREFORMS(120 MM 80 GM JAR),18000.0,kgs,2240000.0,17
ADVANCE PLASTICS,Assam,PET PREFORMS(120 MM 75 GM JAR NEW),1100.0,kgs,135300.0,1
ADVANCE PLASTICS,Assam,PET PREFORM (38MM 5.5 GM JAR),504.0,kgs,59976.0,1
ADVANCE PLASTICS,Assam,PET PREFORMS(53 MM 17 GM JAR),200.0,kgs,25600.0,1
ADVANCE PLASTICS,Assam,PET PREFORMS(38 MM 10 GM JAR),200.0,kgs,25500.0,1
ADVANCE PLASTOTECH WORKS,West Bengal,Pet Preform(28 mm 10.5 Gm Pco CSD),7081.0,kgs,865494.0,69
ADVANCE PLASTOTECH WORKS,West Bengal,PET PREFORMS(120 MM 75 GM JAR),2700.0,kgs,324825.5,17
ADVANCE PLASTOTECH WORKS,West Bengal,PET PREFORMS(120 MM 74 GM JAR),2020.0,kgs,241705.0,8
ADVANCE PLASTOTECH WORKS,West Bengal,PET PREFORMS (28MM 9.4 GM STAR),1680.0,kgs,198618.0,26
ADVANCE PLASTOTECH WORKS,West Bengal,Pet Preforms (28mm 10.5 Gm Pco CSD Green),1125.0,kgs,135087.5,27
ADVANCE PLASTOTECH WORKS,West Bengal,PET PREFORMS(120 MM 75 GM JAR NEW),1040.0,kgs,122120.0,11
ADVANCE PLASTOTECH WORKS,West Bengal,PET PREFORMS (28MM 8.6 Gm Star ),1020.0,kgs,121323.0,17
ADVANCE PLASTOTECH WORKS,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD GREEN),675.0,kgs,94112.5,9
ADVANCE PLASTOTECH WORKS,West Bengal,PET PREFORM( 28 MM 15 GM PCO CSD),300.0,kgs,35790.0,7
ADVANCE PLASTOTECH WORKS,West Bengal,1881 CSD CAPS,70000.0,pcs,35400.0,12
ADVANCE PLASTOTECH WORKS,West Bengal,PET PREFORMS(120 MM 70 GM JAR),220.0,kgs,26435.0,6
ADVANCE PLASTOTECH WORKS,West Bengal,PET PREFORMS 28MM24GM PCO CSD,182.0,kgs,21108.0,4
ADVANCE PLASTOTECH WORKS,West Bengal,PET PREFORMS(28 MM 24.5 GM PCO),150.0,kgs,17010.0,2
ADVANCE PLASTOTECH WORKS,West Bengal,PET PREFORMS 28 MM 31GM PCO,150.0,kgs,16750.0,2
ADVANCE PLASTOTECH WORKS,West Bengal,PET PREFORMS(120 MM 80 GM JAR),120.0,kgs,14440.0,4
ADVANCE PLASTOTECH WORKS,West Bengal,Pet Preforms (28mm 22 Gm Pco CSD),91.0,kgs,10689.0,3
ADVANCE PLASTOTECH WORKS,West Bengal,Pet Preforms (28 mm 22 Gm Pco Green),50.0,kgs,6125.0,1
ADVANCE PLASTOTECH WORKS,West Bengal,PET PREFORM ( 28 mm 15 GM PCO CSD GREEN),50.0,kgs,6000.0,1
ADVANCE PLASTOTECH WORKS,West Bengal,PET PREFORMS(120 MM 85 GM JAR),40.0,kgs,4860.0,1
ADVANCE PLASTOTECH WORKS,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD),30.0,kgs,3630.0,1
ADVANCE PLASTOTECH WORKS,West Bengal,PET PREFORMS(28 MM 13.2 GM STAR),30.0,kgs,3516.0,1
ADVANCE PLASTOTECH WORKS,West Bengal,PET PREFORMS(28 MM 19 GM STAR),30.0,kgs,3240.0,1
ADVANCE PLASTOTECH WORKS,West Bengal,PET PREFORMS(28 MM 31 GM PCO CSD),2.0,kgs,228.0,1
AG ENTERPRISE,West Bengal,PET PREFORMS (28MM 8.6 Gm Star ),2220.0,kgs,252735.0,10
AG ENTERPRISE,West Bengal,PET PREFORMS(28MM 12.5 GM Star),990.0,kgs,112509.0,6
AG ENTERPRISE,West Bengal,PET PREFORMS (26/22 MM 10.2 GM STAR ),480.0,kgs,53820.0,9
AG ENTERPRISE,West Bengal,Pet Preforms (28mm 10.5 Gm Pco CSD Green),100.0,kgs,12250.0,2
AG ENTERPRISE,West Bengal,PET PREFORMS (26/22 MM 9.5 GM STAR),30.0,kgs,3405.0,1
AG ENTERPRISE,West Bengal,22/26 MM WATER CAP,11000.0,pcs,2530.0,1
AGLO POLYMERS PVT. LTD.,West Bengal,22/26 MM WATER CAP,12765000.0,pcs,2503305.0,25
AGLO POLYMERS PVT. LTD.,West Bengal,PLASTIC CAPS DELUX  HANDLE(SMALL),51000.0,pcs,12240.0,1
AGLO POLYMERS PVT. LTD.,West Bengal,5 LTR. SINGLE HANDLE II,10080.0,pcs,11289.6,1
AGLO POLYMERS PVT. LTD.,West Bengal,SEAL CAP 48MM,10080.0,pcs,10080.0,1
AGLO POLYMERS PVT. LTD.(D),West Bengal,PET PREFORMS (26/22 MM 6.5 GM STAR),2040.0,kgs,231495.0,2
AGLO POLYMERS PVT. LTD.(D),West Bengal,22/26 MM WATER CAP,400000.0,pcs,78000.0,1
AHON FOODS AND BEVERAGES,West Bengal,Pet Preforms (28mm 10.5 Gm Pco CSD Green),2950.0,kgs,360337.5,9
AHON FOODS AND BEVERAGES,West Bengal,Pet Preform(28 mm 10.5 Gm Pco CSD),1830.0,kgs,214662.0,3
AHON FOODS AND BEVERAGES,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD GREEN),725.0,kgs,93450.0,4
AHON FOODS AND BEVERAGES,West Bengal,PET PREFORMS (28MM 9.4 GM STAR),810.0,kgs,92370.0,2
AHON FOODS AND BEVERAGES,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD),150.0,kgs,18750.0,1
AI  POLLYMER,West Bengal,PET PREFORMS(53 MM 17 GM JAR),1800.0,kgs,226462.5,10
AI  POLLYMER,West Bengal,PET PREFORMS(53 MM 28GM JAR),1270.0,kgs,164110.0,9
AI  POLLYMER,West Bengal,PET PREFORMS(53 MM 15 GM JAR),600.0,kgs,94500.0,2
AI  POLLYMER,West Bengal,PET PREFORMS(28 MM 13.2 GM STAR),300.0,kgs,39510.0,2
AI  POLLYMER,West Bengal,PET PREFORMS(38 MM 9 GM JAR),275.0,kgs,36400.0,4
AI  POLLYMER,West Bengal,PET PREFORMS(38 MM 7 GM JAR),260.0,kgs,34550.0,4
AI  POLLYMER,West Bengal,PET PREFORMS (28MM 21GM STAR),300.0,kgs,33100.0,2
AI  POLLYMER,West Bengal,PET PREFORM (38MM 5.5 GM JAR),216.0,kgs,33048.0,1
AI  POLLYMER,West Bengal,PET PREFORMS(28 MM 17.5 GM STAR),210.0,kgs,30345.0,1
AI  POLLYMER,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),210.0,kgs,23520.0,1
AI  POLLYMER,West Bengal,PET PREFORMS(29 MM 40 GM PINK),140.0,kgs,20580.0,2
AI  POLLYMER,West Bengal,PET PREFORMS(29 MM 40 GM R BLUE),140.0,kgs,20580.0,2
AI  POLLYMER,West Bengal,PET PREFORMS(53 MM 24GM JAR),120.0,kgs,18360.0,1
AI  POLLYMER,West Bengal,PET PREFORMS(28 MM 19 GM STAR),120.0,kgs,17340.0,1
AI  POLLYMER,West Bengal,PET PREFORMS(83 MM 33 GM JAR),100.0,kgs,16100.0,1
AI  POLLYMER,West Bengal,PET PREFORMS(29 MM 40 GM ORANGE),98.0,kgs,13524.0,2
AI  POLLYMER,West Bengal,PET PREFORM (63MM 18 GM JAR),100.0,kgs,11800.0,1
AI  POLLYMER,West Bengal,PET PREFORMS(29MM 40 GM GREEN),56.0,kgs,9408.0,1
AI  POLLYMER,West Bengal,PET PREFORMS(38 MM 10 GM JAR),75.0,kgs,9075.0,1
AI  POLLYMER,West Bengal,PET PREFORMS(29 MM 50 GM PINK),15.0,kgs,1995.0,1
AJMIRA KHATUN,West Bengal,PET PREFORMS (26/22 MM 10.2 GM STAR ),240.0,kgs,28800.0,1
AJMIRA KHATUN,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),210.0,kgs,25200.0,1
AJMIRA KHATUN,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,200.0,kgs,24000.0,1
AJMIRA KHATUN,West Bengal,22/26 MM WATER CAP,50000.0,pcs,10000.0,1
AK PET INDUSTRIES,Odisha,PET PREFORM (48MM 73 GM) STAR,800.0,kgs,92800.0,1
AKASH ENTERPRISE,West Bengal,1881 CSD CAPS,65000.0,pcs,26650.0,6
AKASH PET BOTTLE  JAR,Unknown,PET PREFORMS(120 MM 75 GM JAR NEW),7700.0,kgs,958800.0,9
AKASH PET BOTTLE  JAR,Unknown,PET PREFORMS(120 MM 70 GM JAR),2300.0,kgs,286000.0,7
AKASH PET BOTTLE  JAR,Unknown,PET PREFORMS(120 MM 75 GM JAR),1300.0,kgs,156000.0,2
AKASH PET BOTTLE  JAR,Unknown,PET PREFORMS(120 MM 74 GM JAR),1000.0,kgs,120000.0,2
AKASH PET BOTTLE  JAR,Unknown,PET PREFORMS(28 MM 17.5 GM STAR),990.0,kgs,112744.5,7
AKASH PET BOTTLE  JAR,Unknown,PET PREFORMS(83 MM 33 GM JAR),600.0,kgs,73950.0,5
AKASH PET BOTTLE  JAR,Unknown,PET PREFORMS (28MM 21GM STAR),600.0,kgs,68080.0,3
AKASH PET BOTTLE  JAR,Unknown,PET PREFORMS(83 MM 30GM JAR),200.0,kgs,25000.0,1
AKASH PET BOTTLE  JAR,Unknown,PET PREFORMS(28 MM 26 GM STAR),120.0,kgs,13614.0,1
ALPANA ENTERPRISE,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD),5786.0,kgs,670853.0,15
ALPANA ENTERPRISE,West Bengal,PET PREFORM( 28 MM 15 GM PCO CSD),4680.0,kgs,495615.0,13
ALPANA ENTERPRISE,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD GREEN),1400.0,kgs,171062.5,9
ALPANA ENTERPRISE,West Bengal,PET PREFORMS(28MM 12.5 GM Star),1260.0,kgs,147420.0,6
ALPANA ENTERPRISE,West Bengal,Pet Preform(28 mm 10.5 Gm Pco CSD),1020.0,kgs,117225.0,6
ALPANA ENTERPRISE,West Bengal,PET PREFORMS (28MM 8.6 Gm Star ),810.0,kgs,93030.0,5
ALPANA ENTERPRISE,West Bengal,PET PREFORMS 28MM24GM PCO CSD,780.0,kgs,91050.0,4
ALPANA ENTERPRISE,West Bengal,PET PREFORM (28MM 11.6 GM STAR),660.0,kgs,74820.0,2
ALPANA ENTERPRISE,West Bengal,PET PREFORMS(28 MM 13.2 GM STAR),510.0,kgs,57240.0,5
ALPANA ENTERPRISE,West Bengal,Pet Preforms (28mm 10.5 Gm Pco CSD Green),400.0,kgs,47887.5,4
ALPANA ENTERPRISE,West Bengal,PET PREFORMS(28 MM 19 GM STAR),360.0,kgs,42870.0,2
ALPANA ENTERPRISE,West Bengal,PET PREFORM ( 28 mm 15 GM PCO CSD GREEN),300.0,kgs,36475.0,4
ALPANA ENTERPRISE,West Bengal,Pet Preforms (28 mm 22 Gm Pco Green),225.0,kgs,26325.0,1
ALPANA ENTERPRISE,West Bengal,Pet Preforms (28mm 22 Gm Pco CSD),210.0,kgs,23520.0,1
ALPANA ENTERPRISE,West Bengal,PET PREFORMS (28MM 9.4 GM STAR),150.0,kgs,16500.0,1
ALPANA ENTERPRISE,West Bengal,1881 CSD CAPS,20000.0,pcs,8200.0,1
ALPANA ENTERPRISE,West Bengal,PET PREFORMS(28MM 18.5 GM PCO),60.0,kgs,7320.0,1
AMAN SAHU,West Bengal,PET PREFORMS (26/22 MM 9.5 GM STAR),300.0,kgs,32700.0,1
AMIN PURKAIT,West Bengal,1881 CSD CAPS,5000.0,pcs,2750.0,1
AMITA PACKAGE DRINKING WATER,West Bengal,PET PREFORMS(28MM 12.5 GM Star),2010.0,kgs,230070.0,6
AMITA PACKAGE DRINKING WATER,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),60.0,kgs,6720.0,1
AMRIT COMMODEAL PVT LTD,West Bengal,PET PREFORMS(28MM 12.5 GM Star),17400.0,kgs,1985385.0,59
AMRIT COMMODEAL PVT LTD,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),11040.0,kgs,1256985.0,45
AMRIT COMMODEAL PVT LTD,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,8150.0,kgs,928427.5,54
AMRIT COMMODEAL PVT LTD,West Bengal,PET PREFORMS (28MM 8.6 Gm Star ),7050.0,kgs,794041.5,32
AMRIT COMMODEAL PVT LTD,West Bengal,PET PREFORMS (28MM 9.4 GM STAR),6690.0,kgs,758544.0,30
AMRIT COMMODEAL PVT LTD,West Bengal,PET PREFORMS 48 MM 63 GM STAR,2412.0,kgs,288283.5,29
AMRIT COMMODEAL PVT LTD,West Bengal,PET PREFORMS (48 MM 63 GM STAR),1557.0,kgs,174631.5,18
AMRIT COMMODEAL PVT LTD,West Bengal,PET PREFORMS(28 MM 13.2 GM STAR),1230.0,kgs,137856.0,3
AMRIT COMMODEAL PVT LTD,West Bengal,PET PREFORM (48MM 73 GM) STAR,564.0,kgs,66719.0,7
AMRIT COMMODEAL PVT LTD,West Bengal,PET PREFORMS(28 MM 19 GM STAR),120.0,kgs,13800.0,1
AMRITA BISWAS,West Bengal,Plastic Scrap,8.5,kgs,127.5,1
AMRITDHARA BEVERAGES,Odisha,PET PREFORMS(28 MM 19 GM STAR),6.0,kgs,666.0,1
AMRITDHARA BEVERAGES,Odisha,PET PREFORMS (28MM 21GM STAR),6.0,kgs,666.0,1
AMRITDHARA BEVERAGES,Odisha,PET PREFORMS(28MM 12.5 GM Star),6.0,kgs,666.0,1
AMS POWERLOOM TEXTILES,West Bengal,PET PREFORMS(28MM 12.5 GM Star),1680.0,kgs,189990.0,6
AMS POWERLOOM TEXTILES,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),420.0,kgs,47115.0,3
AMS POWERLOOM TEXTILES,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,350.0,kgs,39512.5,3
AMS POWERLOOM TEXTILES,West Bengal,PET PREFORMS(28 MM 21 GM PCO),240.0,kgs,27360.0,1
AMS POWERLOOM TEXTILES,West Bengal,PET PREFORMS(28MM 18.5 GM PCO),240.0,kgs,27360.0,1
AMS POWERLOOM TEXTILES,West Bengal,PET PREFORMS(28 MM 24.5 GM PCO),150.0,kgs,17100.0,1
AMS POWERLOOM TEXTILES,West Bengal,PET PREFORMS(28 MM 33 GM STAR),125.0,kgs,14062.5,1
AMS POWERLOOM TEXTILES,West Bengal,PET PREFORMS(28 MM 19 GM STAR),120.0,kgs,13740.0,1
AMS POWERLOOM TEXTILES,West Bengal,PET PREFORM 28MM 29GM PCO,75.0,kgs,8662.5,1
ANANTSHREE POLYPACKS PRIVATE LIMITED,West Bengal,PP BAG,1376.0,pcs,29380.93,1
ANANYA POLYPET,West Bengal,PET PREFORMS (28MM 8.6 Gm Star ),6120.0,kgs,745170.0,35
ANANYA POLYPET,West Bengal,Pet Preforms (28mm 10.5 Gm Pco CSD Green),5825.0,kgs,739286.25,24
ANANYA POLYPET,West Bengal,Pet Preform(28 mm 10.5 Gm Pco CSD),5430.0,kgs,667618.5,26
ANANYA POLYPET,West Bengal,Pet Preforms (28 mm 22 Gm Pco Green),4275.0,kgs,597537.5,21
ANANYA POLYPET,West Bengal,Pet Preforms (28mm 22 Gm Pco CSD),4560.0,kgs,569634.0,24
ANANYA POLYPET,West Bengal,PET PREFORMS (26/22 MM 10.2 GM STAR ),4140.0,kgs,491880.0,26
ANANYA POLYPET,West Bengal,PET PREFORMS(28MM 12.5 GM Star),2580.0,kgs,318307.5,31
ANANYA POLYPET,West Bengal,PET PREFORMS (28MM 9.4 GM STAR),2460.0,kgs,307003.5,15
ANANYA POLYPET,West Bengal,PET PREFORMS(28 MM 17.5 GM STAR),2460.0,kgs,295005.0,21
ANANYA POLYPET,West Bengal,1881 CSD CAPS,545000.0,pcs,265825.0,34
ANANYA POLYPET,West Bengal,PET PREFORMS(28 MM 26 GM STAR),1860.0,kgs,215914.5,17
ANANYA POLYPET,West Bengal,PET PREFORMS (28MM 21GM STAR),1500.0,kgs,176131.25,19
ANANYA POLYPET,West Bengal,PET PREFORMS(28MM 18.5 GM PCO),1380.0,kgs,161115.0,8
ANANYA POLYPET,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,1275.0,kgs,139767.5,13
ANANYA POLYPET,West Bengal,PET PREFORM (28MM 11.6 GM STAR),1020.0,kgs,120516.0,7
ANANYA POLYPET,West Bengal,22/26 MM WATER CAP,499000.0,pcs,106510.0,28
ANANYA POLYPET,West Bengal,PET PREFORMS(53 MM 17 GM JAR),650.0,kgs,76050.0,4
ANANYA POLYPET,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD),630.0,kgs,71130.0,5
ANANYA POLYPET,West Bengal,PET PREFORMS(28MM 16GM PCO),450.0,kgs,54585.0,4
ANANYA POLYPET,West Bengal,PET PREFORMS(25MM 10.5 GM ROPP),450.0,kgs,49470.0,7
ANANYA POLYPET,West Bengal,PET PREFORMS(83 MM 30GM JAR),400.0,kgs,48100.0,3
ANANYA POLYPET,West Bengal,PET PREFORMS(53 MM 24GM JAR),380.0,kgs,45730.0,2
ANANYA POLYPET,West Bengal,PET PREFORM(53MM13GM JAR),360.0,kgs,43560.0,2
ANANYA POLYPET,West Bengal,PET PREFORM (48MM 73 GM) STAR,350.0,kgs,40295.0,2
ANANYA POLYPET,West Bengal,PET PREFORMS (26/22 MM 6.5 GM STAR),300.0,kgs,32865.0,5
ANANYA POLYPET,West Bengal,PET PREFORM( 28 MM 15 GM PCO CSD),300.0,kgs,32400.0,1
ANANYA POLYPET,West Bengal,PET PREFORMS (48 MM 63 GM STAR),153.0,kgs,17347.5,2
ANANYA POLYPET,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD GREEN),100.0,kgs,11800.0,1
ANANYA POLYPET,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),90.0,kgs,9918.0,1
ANANYA POLYPET,West Bengal,PET PREFORMS(28 MM 21 GM PCO),90.0,kgs,9675.0,1
ANANYA POLYPET,West Bengal,PET PREFORMS(28 MM 13.2 GM STAR),60.0,kgs,8700.0,1
ANANYA POLYPET,West Bengal,PET PREFORM 28MM 13.5 GM PCO,60.0,kgs,6720.0,2
ANANYA POLYPET,West Bengal,PET PREFORMS (26/22 MM 15.8GM STAR),60.0,kgs,6720.0,1
ANANYA POLYPET,West Bengal,PET PREFORMS(28MM 14.5 GM Star),60.0,kgs,6720.0,1
ANANYA POLYPET,West Bengal,PET PREFORMS(25 MM 16 GM ROPP),60.0,kgs,6600.0,2
ANANYA POLYPET,West Bengal,PET PREFORMS (26/22 MM 9.5 GM STAR),60.0,kgs,6300.0,1
ANANYA POLYPET,West Bengal,PET PREFORMS (26/22 MM 7.1 GM STAR ),30.0,kgs,4665.0,1
ANIMESH DAS,West Bengal,Plastic Scrap,174.0,kgs,2610.0,1
ANJU PLASTIC WORKS PVT LTD,West Bengal,PET PREFORM(28MM 24.5 GM PCO)R.BLUE,8050.0,kgs,1010750.0,29
ANJU PLASTIC WORKS PVT LTD,West Bengal,PET PREFORM(28 MM 24.5 GM PCO) PINK,8025.0,kgs,1007450.0,29
ANJU PLASTIC WORKS PVT LTD,West Bengal,PET PREFORM(28 MM 24.5 GM PCO )GREEN,7550.0,kgs,947650.0,28
ANJU PLASTIC WORKS PVT LTD,West Bengal,PET PREFORMS(29 MM 50 GM R BLUE),4473.0,kgs,588325.5,19
ANJU PLASTIC WORKS PVT LTD,West Bengal,PET PREFORMS(29 MM 50 GM PINK),4470.0,kgs,587865.0,18
ANJU PLASTIC WORKS PVT LTD,West Bengal,PET PREFORMS(29 MM 50 GM GREEN),4455.0,kgs,585877.5,18
ANJU PLASTIC WORKS PVT LTD,West Bengal,PET PREFORMS(29 MM 40 GM R BLUE),2366.0,kgs,328272.0,14
ANJU PLASTIC WORKS PVT LTD,West Bengal,PET PREFORMS(29MM 40 GM GREEN),2352.0,kgs,326417.0,14
ANJU PLASTIC WORKS PVT LTD,West Bengal,PET PREFORMS(29 MM 40 GM PINK),2196.0,kgs,298880.0,14
ANJU PLASTIC WORKS PVT LTD,West Bengal,PET PREFORMS(29 MM 44 GM PINK),1200.0,kgs,182220.0,6
ANJU PLASTIC WORKS PVT LTD,West Bengal,PET PREFORMS(29 MM 44 GM R BLUE),1200.0,kgs,182220.0,6
ANJU PLASTIC WORKS PVT LTD,West Bengal,PET PREFORMS(29 MM 44 GM GREEN),1200.0,kgs,182220.0,6
ANJU PLASTIC WORKS PVT LTD,West Bengal,PET PREFORM(28 MM 24.5 GM PCO) M. Green,500.0,kgs,63100.0,2
ANJU PLASTIC WORKS PVT LTD,West Bengal,PET PREFORMS(29 MM 40 GM RED),196.0,kgs,32928.0,1
ANJU PLASTIC WORKS PVT LTD,West Bengal,PET PREFORM (63MM 18 GM JAR),25.0,kgs,3075.0,1
ANJU PLASTIC WORKS PVT LTD,West Bengal,PET PREFORM(83MM 43GM JAR),25.0,kgs,3075.0,1
ANWESHA ENTERPRISE,West Bengal,PET PREFORMS(28MM 12.5 GM Star),17344.0,kgs,1988833.0,20
ANWESHA ENTERPRISE,West Bengal,PET PREFORM (28MM 11.6 GM STAR),14220.0,kgs,1602045.0,13
ANWESHA ENTERPRISE,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,5479.0,kgs,629110.5,28
ANWESHA ENTERPRISE,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),4324.0,kgs,495605.5,23
ANWESHA ENTERPRISE,West Bengal,PET PREFORMS(28 MM 19 GM STAR),150.0,kgs,16350.0,1
ANWESHA ENTERPRISE,West Bengal,PET PREFORMS(28 MM 17.5 GM STAR),30.0,kgs,3270.0,1
APARNA ROY,West Bengal,PET PREFORMS(28MM 12.5 GM Star),2100.0,kgs,240717.0,4
APARNA ROY,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),630.0,kgs,70209.0,3
APARNA ROY,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,375.0,kgs,42996.25,3
